# id	object	project	UTh(f2)	obsmins(f1)	tau.225GHz(f3)	NEFD(f4) okchannels	scanspeed(f1)	Tamb(f1)	foc.dZ(f2)	AZd(f0) ELd(f0)	RAh(f1) DECd(f0)	PAd(f1)	pnt.dAZ(f1) pnt.dEL(f1)	pnt.X(f1) pnt.Y(f1)	src.peak(s3) src.dpeak(s2)	src.int(s3) src.dint(s2)	src.FWHM(f1) src.dFWHM(f1)
2013-11-04.57	Mars	100-13	8.73	0.8	0.393	0.0163 102	38.2	2.7	-2.70	-164 61	10.9 9	12.8	1.1 -0.7	7.9 -68.0	27.8 0.041	58.4 0.20	26.2 0.0
2013-11-04.58	Mars	100-13	8.75	1.1	0.393	0.0199 99	36.1	2.6	-0.90	-164 61	10.9 9	13.3	-0.7 1.3	6.1 -66.3	45.2 0.037	58.6 0.044	20.3 0.0
2013-11-04.59	Mars	100-13	8.78	1.0	0.393	0.0174 102	36.2	2.6	-0.30	-163 61	10.9 9	13.8	-2.1 2.7	5.0 -65.1	39.0 0.026	56.8 0.034	22.1 0.0
2013-11-04.68	1354+195	100-13	10.25	2.0	0.745	0.0142 99	37.3	3.3	-1.20	139 68	14.0 19	-33.3	1.4 1.3	-10.7 -51.8	0.595 4.8E-3	0.673 8.2E-3	19.2 0.1
2013-11-04.76	1418+546	100-13	11.59	2.0	1.051	0.0140 97	37.6	3.4	-1.20	1 73	14.3 54	-178.9	1.8 1.1	-22.2 -83.2	1.25 5.0E-3	1.34 6.9E-3	18.5 0.1
2013-11-04.77	1418+546	100-13	11.63	1.8	0.752	0.0157 97	38.2	3.4	-1.20	0 73	14.3 54	-0.4	0.8 1.8	-22.9 -82.8	1.13 5.1E-3	1.24 9.0E-3	18.8 0.1
2013-11-04.82	1308+326	100-13	12.40	2.1	0.724	0.0330 88	37.1	2.9	-1.20	-93 66	13.2 32	70.5	0.1 2.9	9.3 -82.9	0.467 0.013	1.47 0.12	35.9 0.8
#2013-11-04.87	1928+738	079-13	15.71	2.1	1.110	0.0073 76	37.1	1.7	-1.20	7 52	19.5 74	-159.8	7.6 68.9	-5.6 -31.6	0.0491 2.4E-3	-0.0200 0.030	51.3 1.9
2013-11-05.1	1156+295	test	4.96	2.0	0.578	0.0147 82	37.2	5.0	-2.00	78 36	12.0 29	-63.6	-18.7 -2.1	-11.8 -89.1	0.507 4.0E-3	0.522 6.8E-3	18.7 0.1
2013-11-05.7	1156+295	102-13	5.91	2.0	0.467	0.0161 94	37.2	4.9	-2.00	86 48	12.0 29	-65.7	1.7 5.4	-15.5 -77.7	0.560 4.0E-3	0.660 9.5E-3	20.0 0.1
2013-11-05.8	1156+295	102-13	5.98	0.8	0.467	0.0116 93	38.2	4.8	-2.00	86 49	12.0 29	-65.8	1.5 1.9	-14.7 -75.3	0.547 6.6E-3	0.800 0.015	21.2 0.2
2013-11-05.9	1156+295	102-13	6.00	0.8	0.467	0.0147 90	38.1	4.7	-2.60	86 49	12.0 29	-65.8	-0.4 -0.9	-16.7 -77.9	0.512 5.2E-3	0.572 8.4E-3	19.1 0.2
2013-11-05.10	1156+295	102-13	6.02	0.8	0.441	0.0127 87	38.3	4.6	-3.20	86 49	12.0 29	-65.8	1.8 -1.9	-14.5 -78.8	0.385 4.6E-3	0.544 0.013	21.3 0.2
2013-11-05.11	1156+295	102-13	6.04	0.8	0.441	0.0122 89	38.2	4.6	-1.40	87 49	12.0 29	-65.8	-0.1 0.4	-16.6 -76.3	0.539 5.1E-3	0.626 9.7E-3	19.2 0.2
2013-11-05.12	1156+295	102-13	6.06	0.8	0.457	0.0125 88	38.2	4.5	-0.80	87 50	12.0 29	-65.8	-0.7 2.1	-17.3 -74.4	0.428 4.3E-3	0.533 9.0E-3	20.1 0.2
2013-11-05.13	1156+295	102-13	6.12	1.0	0.457	0.0141 74	36.4	4.2	-1.50	87 50	12.0 29	-65.9	-0.3 0.9	-16.9 -75.0	0.565 5.5E-3	0.654 0.013	19.2 0.2
2013-11-05.14	1156+295	102-13	6.14	0.8	0.449	0.0141 75	38.2	4.2	-2.10	87 50	12.0 29	-65.9	0.1 0.4	-17.0 -75.4	0.552 7.0E-3	0.699 0.019	19.9 0.2
2013-11-05.15	1156+295	102-13	6.16	1.0	0.449	0.0130 72	37.9	4.1	-2.70	88 51	12.0 29	-65.9	0.7 -0.6	-16.3 -76.1	0.471 6.3E-3	0.534 9.4E-3	22.7 0.3
2013-11-05.16	1156+295	102-13	6.19	1.0	0.449	0.0114 75	36.5	4.1	-0.90	88 51	12.0 29	-66.0	-0.7 2.8	-17.5 -72.6	0.445 4.5E-3	0.608 7.1E-3	20.9 0.2
2013-11-05.17	1156+295	102-13	6.21	0.8	0.449	0.0122 75	38.1	4.0	-0.30	88 51	12.0 29	-66.0	-1.6 3.8	-19.0 -71.3	0.298 5.6E-3	0.634 0.013	25.8 0.4
# Tue Nov  5 06:50:53 UTC 2013 - Ting Su: Set the detector biases to 10000 b4 #20
2013-11-05.24	1156+295	102-13	7.34	2.0	0.485	0.0157 92	37.4	4.2	-1.67	100 65	12.0 29	-64.1	4.2 6.9	-18.2 -55.3	0.666 5.4E-3	1.00 0.022	22.1 0.2
2013-11-05.25	1156+295	102-13	7.40	1.0	0.485	0.0128 92	38.2	4.2	-1.60	101 66	12.0 29	-63.8	4.1 7.2	-18.2 -54.2	0.645 5.7E-3	0.889 0.019	21.7 0.2
2013-11-05.26	1156+295	102-13	7.42	1.0	0.502	0.0128 92	37.4	4.2	-2.20	101 66	12.0 29	-63.7	4.2 6.3	-18.3 -54.7	0.680 6.0E-3	0.952 0.032	21.3 0.2
2013-11-05.27	1156+295	102-13	7.45	0.8	0.502	0.0133 93	38.1	4.2	-2.80	101 66	12.0 29	-63.6	5.3 4.6	-17.2 -56.2	0.604 5.0E-3	0.721 9.8E-3	20.5 0.2
2013-11-05.28	1156+295	102-13	7.47	1.0	0.502	0.0130 93	37.3	4.2	-1.00	102 66	12.0 29	-63.4	3.8 9.2	-18.7 -51.2	0.529 6.3E-3	0.938 0.019	24.1 0.2
2013-11-05.29	1156+295	102-13	7.49	1.0	0.463	0.0135 93	36.7	4.3	-0.40	102 67	12.0 29	-63.3	4.4 8.9	-18.2 -51.2	0.343 5.7E-3	0.756 0.017	26.7 0.4
2013-11-05.37	Mars	100-13	7.75	2.0	0.546	0.0180 99	37.2	5.1	-2.70	166 61	10.9 9	-10.5	5.7 3.4	5.5 -58.3	45.2 0.034	61.3 0.039	21.1 0.0
2013-11-05.38	Mars	100-13	7.81	0.8	0.546	0.0191 99	38.4	5.1	-2.70	168 61	10.9 9	-9.2	-2.1 -0.8	3.9 -59.3	44.7 0.042	61.0 0.040	21.4 0.0
2013-11-05.39	Mars	100-13	7.84	0.8	0.546	0.0192 100	38.2	5.0	-3.30	169 61	10.9 9	-8.6	-2.3 -1.9	3.8 -60.5	33.2 0.046	60.2 0.053	24.3 0.0
2013-11-05.40	Mars	100-13	7.86	1.0	0.412	0.0189 101	37.3	5.0	-3.90	170 61	10.9 9	-8.1	-2.1 -3.3	4.2 -61.9	20.4 0.034	56.8 0.060	30.0 0.0
2013-11-05.41	Mars	100-13	7.88	0.8	0.412	0.0197 101	38.2	5.0	-2.10	170 61	10.9 9	-7.6	-3.3 -0.4	3.3 -59.1	45.3 0.039	56.8 0.038	20.4 0.0
2013-11-05.42	Mars	100-13	7.90	0.8	0.393	0.0198 101	38.2	4.9	-1.50	171 61	10.9 9	-7.0	-3.0 1.2	3.7 -57.5	44.4 0.032	57.1 0.032	20.7 0.0
# Tue Nov  5 09:09:33 UTC 2013 - Mars bias=10000
# Tue Nov  5 09:11:24 UTC 2013 - 12,000
2013-11-05.50	Mars	100-13	9.16	1.8	0.325	0.0758 77	38.2	5.2	-1.90	-152 59	10.9 9	22.8	-2.6 -0.4	12.5 -70.9	49.0 0.86	132 4.7	31.1 0.4
2013-11-05.51	Mars	100-13	9.19	1.8	0.326	0.0216 101	38.2	5.2	-1.90	-151 58	10.9 9	23.5	-7.3 1.2	8.2 -69.8	48.9 0.034	61.0 0.036	20.3 0.0
# Tue Nov  5 09:14:46 UTC 2013 - #52: 14,000 bias
2013-11-05.52	Mars	100-13	9.24	2.0	0.332	0.0098 95	37.2	5.2	-1.90	-150 58	10.9 9	24.4	-7.4 0.9	8.3 -70.7	22.1 0.014	27.5 0.014	20.3 0.0
# Tue Nov  5 09:17:14 UTC 2013 - #53: 8,000 bias
2013-11-05.53	Mars	100-13	9.28	2.0	0.332	0.0182 82	37.2	5.2	-1.90	-149 58	10.9 9	25.2	-7.7 1.1	8.2 -71.1	47.0 0.035	60.3 0.038	20.2 0.0
# Tue Nov  5 09:20:39 UTC 2013 - 54: 6000, more pixels lost
# Tue Nov  5 09:22:33 UTC 2013 - scan 55: 16,000
2013-11-05.55	Mars	100-13	9.37	2.0	0.355	0.0104 69	37.2	5.2	-1.90	-146 57	10.9 9	26.9	-8.0 1.2	8.3 -72.2	20.0 0.013	24.7 0.013	20.1 0.0
# Tue Nov  5 09:28:09 UTC 2013 - scan 56: 18,000 bias
2013-11-05.56	Mars	100-13	9.46	2.0	0.332	0.0085 83	37.3	5.4	-1.90	-144 57	10.9 9	28.4	-8.4 0.1	8.2 -74.3	13.1 0.012	17.3 0.011	20.6 0.0
