# Time[CET]   Date          Tau         TauERR
  15:32:35    2014-10-28    0.5688      0.0221
  15:36:49    2014-10-28    0.6038      0.0175
  15:41:04    2014-10-28    0.5648      0.0250
  15:45:18    2014-10-28    0.5833      0.0119
  15:49:32    2014-10-28    0.5545      0.0141
  15:53:46    2014-10-28    0.5999      0.0199
  15:58:00    2014-10-28    0.5659      0.0203
  16:02:15    2014-10-28    0.6854      0.1357
  16:10:43    2014-10-28    0.4845      0.0911
  16:14:57    2014-10-28    0.5639      0.0328
  16:19:11    2014-10-28    0.7149      0.0725
  16:23:25    2014-10-28    0.8619      0.0870
  16:31:54    2014-10-28    0.5812      0.0175
  16:36:08    2014-10-28    0.5963      0.1508
  16:40:22    2014-10-28    0.6466      0.0679
  16:44:36    2014-10-28    0.6181      0.1239
  16:48:50    2014-10-28    0.1548      0.2582
  16:53:04    2014-10-28    0.5533      0.0413
  16:57:19    2014-10-28    0.6567      0.1654
  17:01:33    2014-10-28    0.5965      0.0370
  17:05:47    2014-10-28    0.6130      0.0430
  17:10:01    2014-10-28    0.5108      0.0955
  17:14:15    2014-10-28    0.6062      0.0159
  17:18:30    2014-10-28    0.5804      0.0223
  17:22:44    2014-10-28    0.5789      0.0416
  17:26:58    2014-10-28    0.5365      0.0414
  17:31:13    2014-10-28    0.6603      0.0430
  17:35:27    2014-10-28    0.5338      0.0082
  17:39:41    2014-10-28    0.5596      0.0093
  17:43:55    2014-10-28    0.5619      0.0212
  17:52:24    2014-10-28    0.7781      0.2776
  17:56:39    2014-10-28    0.6323      0.0788
  18:00:53    2014-10-28    0.5270      0.0137
  18:05:07    2014-10-28    0.5308      0.0117
  18:09:22    2014-10-28    0.5366      0.0126
  18:13:36    2014-10-28    0.5442      0.0126
  18:17:51    2014-10-28    0.5278      0.0383
  18:22:05    2014-10-28    0.5151      0.0125
  18:26:19    2014-10-28    0.5231      0.0156
  18:30:34    2014-10-28    0.5321      0.0122
  18:34:48    2014-10-28    0.5251      0.0371
  18:39:03    2014-10-28    0.5491      0.0354
  18:43:17    2014-10-28    0.5286      0.0089
  18:47:32    2014-10-28    0.5083      0.0199
  18:51:46    2014-10-28    0.5397      0.0104
  18:56:01    2014-10-28    0.5273      0.0177
  19:00:16    2014-10-28    0.5328      0.0090
  19:04:30    2014-10-28    0.5218      0.0106
  19:08:45    2014-10-28    0.5214      0.0069
  19:12:59    2014-10-28    0.5373      0.0081
  19:17:14    2014-10-28    0.5732      0.0569
  19:21:29    2014-10-28    0.6184      0.0299
  19:25:43    2014-10-28    0.5344      0.0137
  19:29:58    2014-10-28    0.5420      0.0250
  19:34:12    2014-10-28    0.5321      0.0172
  19:38:27    2014-10-28    0.5325      0.0127
  19:42:42    2014-10-28    0.5337      0.0102
  19:46:56    2014-10-28    0.5259      0.0081
  19:51:11    2014-10-28    0.4855      0.0121
  19:55:26    2014-10-28    0.5229      0.0103
  19:59:40    2014-10-28    0.4937      0.0132
  20:03:55    2014-10-28    0.5255      0.0088
  20:08:10    2014-10-28    0.5173      0.0144
  20:12:24    2014-10-28    0.5209      0.0093
  20:16:39    2014-10-28    0.5354      0.0150
  20:20:54    2014-10-28    0.5125      0.0075
  20:25:08    2014-10-28    0.5260      0.0168
  20:29:23    2014-10-28    0.5388      0.0083
  20:33:38    2014-10-28    0.5439      0.0095
  20:37:52    2014-10-28    0.5032      0.0136
  20:42:07    2014-10-28    0.5420      0.0433
  20:46:22    2014-10-28    0.5823      0.0273
  20:50:36    2014-10-28    0.5464      0.0096
  20:54:51    2014-10-28    0.5196      0.0121
  20:59:06    2014-10-28    0.5390      0.0198
  21:03:21    2014-10-28    0.5274      0.0069
  21:07:35    2014-10-28    0.5239      0.0134
  21:11:50    2014-10-28    0.5639      0.0273
  21:16:05    2014-10-28    0.5404      0.0128
  21:20:20    2014-10-28    0.5000      0.0323
  21:24:34    2014-10-28    0.5945      0.0566
  21:28:49    2014-10-28    0.6290      0.0715
  21:33:04    2014-10-28    0.5272      0.0173
  21:37:19    2014-10-28    0.4605      0.0661
  21:41:33    2014-10-28    0.5259      0.0163
  21:45:48    2014-10-28    0.5092      0.0066
  21:50:03    2014-10-28    0.3675      0.0496
  21:54:17    2014-10-28    0.3786      0.0605
  21:58:32    2014-10-28    0.5846      0.0369
  22:02:47    2014-10-28    0.5250      0.0122
  22:07:02    2014-10-28    0.5279      0.0087
  22:11:16    2014-10-28    0.5304      0.0113
  22:15:31    2014-10-28    0.5233      0.0071
  22:19:46    2014-10-28    0.5132      0.0082
  22:24:01    2014-10-28    0.5115      0.0130
  22:28:15    2014-10-28    0.5906      0.0520
  22:32:30    2014-10-28    0.5156      0.0083
  22:36:45    2014-10-28    0.5100      0.0105
  22:41:00    2014-10-28    0.5136      0.0159
  22:45:14    2014-10-28    0.5040      0.0060
  22:49:29    2014-10-28    0.5187      0.0124
  22:53:44    2014-10-28    0.5486      0.0136
  22:57:59    2014-10-28    0.5249      0.0317
  23:02:14    2014-10-28    0.5163      0.0168
  23:06:28    2014-10-28    0.5037      0.0079
  23:10:43    2014-10-28    0.5087      0.0241
  23:14:58    2014-10-28    0.5155      0.0087
  23:19:13    2014-10-28    0.5084      0.0259
  23:23:27    2014-10-28    0.5107      0.0126
  23:27:42    2014-10-28    0.4952      0.0126
  23:31:57    2014-10-28    0.5121      0.0105
  23:36:12    2014-10-28    0.5166      0.0087
  23:40:27    2014-10-28    0.4950      0.0182
  23:44:42    2014-10-28    0.5151      0.0079
  23:48:56    2014-10-28    0.5322      0.0101
  23:53:11    2014-10-28    0.5113      0.0094
  23:57:26    2014-10-28    0.5032      0.0074
