# id	object	project	UTh(f2)	obsmins(f1)	tau.225GHz(f3)	NEFD(f4) okchannels	scanspeed(f1)	Tamb(f1)	foc.dZ(f2)	AZd(f0) ELd(f0)	RAh(f1) DECd(f0)	PAd(f1)	pnt.dAZ(f1) pnt.dEL(f1)	pnt.X(f1) pnt.Y(f1)	src.peak(s3) src.dpeak(s2)	src.int(s3) src.dint(s2)	src.FWHM(f1) src.dFWHM(f1)
2013-04-23.19	1502+106	223-12	5.53	1.8	0.385	0.0145 97	38.1	-3.4	-2.30	-97 26	15.1 10	53.7	-0.5 1.8	11.9 -103.9	0.219 3.8E-3	0.229 5.4E-3	18.6 0.3
2013-04-23.21	1418+546	223-12	5.77	2.0	0.423	0.0147 101	37.1	-3.5	-2.30	-44 35	14.3 54	73.3	0.8 3.3	4.4 -112.5	0.509 3.0E-3	0.536 6.1E-3	18.5 0.1
2013-04-23.23	1800+440	223-12	6.01	2.0	0.191	0.0161 101	37.6	-3.4	-2.30	-63 68	18.0 44	98.7	8.6 11.1	6.9 -84.6	0.382 2.5E-3	0.405 4.6E-3	18.7 0.1
2013-04-23.26	0003+380	223-12	6.56	2.0	0.374	0.0146 102	37.5	-3.0	-2.30	71 47	0.1 38	-74.0	1.6 8.6	-14.8 -76.3	0.370 3.5E-3	0.423 5.0E-3	19.5 0.2
2013-04-23.28	2251+158	223-12	6.80	1.0	0.343	0.0149 101	37.2	-2.7	-2.00	116 54	22.9 16	-48.2	1.7 9.6	-10.2 -59.3	3.95 5.2E-3	4.23 8.7E-3	18.8 0.0
2013-04-23.29	2251+158	223-12	6.83	0.8	0.389	0.0139 99	38.2	-2.7	-2.60	116 54	22.9 16	-48.0	3.1 8.1	-8.8 -60.6	3.46 4.5E-3	4.31 9.6E-3	20.1 0.0
2013-04-23.30	2251+158	223-12	6.85	1.0	0.389	0.0198 97	36.0	-2.7	-3.20	117 54	22.9 16	-47.8	2.2 7.9	-9.6 -60.6	2.39 7.7E-3	3.89 0.014	23.2 0.1
2013-04-23.31	2251+158	223-12	6.87	1.0	0.389	0.0139 101	36.7	-2.7	-1.40	117 55	22.9 16	-47.6	2.2 9.7	-9.7 -58.6	4.08 5.3E-3	4.40 8.6E-3	19.1 0.0
2013-04-23.32	2251+158	223-12	6.89	0.8	0.371	0.0143 101	38.2	-2.6	-0.80	118 55	22.9 16	-47.4	2.6 10.1	-9.3 -58.0	3.39 4.5E-3	4.26 0.013	20.5 0.0
2013-04-23.36	2318+049	223-12	7.51	2.0	0.381	0.0165 102	37.1	-2.5	-1.76	132 48	23.3 5	-36.2	3.2 8.3	-1.9 -61.8	0.426 3.0E-3	0.418 4.9E-3	18.1 0.1
2013-04-23.40	Uranus	test	14.91	2.1	0.204	0.0223 95	37.2	-1.0	-2.00	-105 24	0.6 3	50.7	-22.0 -0.8	7.0 -105.1	8.06 0.071	19.3 0.37	28.0 0.2
# Tue Apr 23 22:10:24 UTC 2013 - restarting observations - RE
#2013-04-23.150	1253-055	196-12	22.17	2.0	0.192	0.0363 47	37.6	0.5	-2.00	162 45	12.9 -6	-14.4	5.0 -12.5	24.4 -86.0	1.77 0.039	2.23 0.073	15.0 0.3
#2013-04-23.151	1253-055	196-12	22.24	2.0	0.169	0.0367 49	37.6	0.5	-2.00	163 46	12.9 -6	-13.3	-18.2 8.4	-0.1 -65.3	1.63 0.048	1.86 0.034	15.1 0.4
#2013-04-23.152	1253-055	196-12	22.40	2.1	0.095	0.0319 51	37.5	-0.1	-2.00	166 46	12.9 -6	-10.7	-19.8 9.2	1.1 -64.6	11.1 0.011	12.1 0.014	18.3 0.0
# Tue Apr 23 22:27:48 UTC 2013 - okchannels only at 50 - RE
# Tue Apr 23 22:28:35 UTC 2013 - set pointing -20.5 12.3 - RE
# Tue Apr 23 22:30:20 UTC 2013 - set project test - RE
#2013-04-23.153	1253-055	test	22.50	2.1	0.185	0.0384 45	37.6	-0.2	-2.00	168 46	12.9 -6	-9.0	0.3 -1.7	0.5 -63.5	2.51 0.066	2.62 0.063	13.1 0.3
2013-04-23.154	1226+023	test	22.57	2.0	0.185	0.0186 94	37.6	-0.5	-2.00	180 55	12.5 2	0.1	2.4 -1.8	4.0 -61.1	5.63 5.5E-3	6.46 9.3E-3	19.2 0.0
# Tue Apr 23 22:40:42 UTC 2013 - set pointing -15.2 13.3  - RE
2013-04-23.156	1226+023	test	22.67	0.8	0.173	0.0153 91	38.1	-0.3	-2.00	-178 55	12.5 2	2.0	-2.8 -1.6	4.7 -60.5	5.18 6.3E-3	6.09 8.7E-3	18.9 0.0
2013-04-23.157	1226+023	test	22.69	1.0	0.188	0.0166 94	36.1	-0.5	-2.60	-177 55	12.5 2	2.5	-2.8 -2.5	4.9 -61.5	4.94 5.8E-3	6.09 9.0E-3	19.7 0.0
2013-04-23.158	1226+023	test	22.71	0.8	0.188	0.0182 93	38.0	-0.5	-3.20	-177 55	12.5 2	2.9	-2.8 -2.6	5.0 -61.8	4.07 8.3E-3	6.07 0.016	21.7 0.0
2013-04-23.159	1226+023	test	22.74	1.0	0.188	0.0162 94	37.1	-0.3	-1.40	-176 55	12.5 2	3.4	-3.0 -0.8	4.9 -60.2	4.92 6.5E-3	6.38 0.011	20.1 0.0
2013-04-23.160	1226+023	test	22.76	1.1	0.208	0.0190 94	36.2	-0.2	-0.80	-175 55	12.5 2	3.9	-4.1 0.3	4.0 -59.2	3.49 6.1E-3	5.98 0.012	23.2 0.0
# Tue Apr 23 22:56:02 UTC 2013 - set focus -2.08 - RE
2013-04-23.161	1418+546	196-12	22.98	1.8	0.255	0.0171 93	38.1	0.5	-2.08	34 67	14.3 54	-130.9	1.4 -3.4	-25.4 -75.7	0.590 3.4E-3	0.638 5.9E-3	18.5 0.1
# Tue Apr 23 23:16:55 UTC 2013 - set pointing -26.8 2.4 - RE
2013-04-24.1	1044+719	D13-12	0.15	1.8	0.179	0.0185 96	38.2	0.4	-2.08	-20 48	10.8 72	117.1	15.3 8.0	-1.6 -102.3	1.07 3.7E-3	1.17 7.0E-3	18.8 0.1
2013-04-24.10	1044+719	D13-12	1.57	2.0	0.159	0.0162 96	37.8	0.2	-2.08	-23 41	10.8 72	95.0	4.2 12.0	-0.7 -106.2	1.09 4.0E-3	1.17 6.7E-3	19.1 0.1
2013-04-24.11	1642+690	226-12	1.62	2.0	0.159	0.0171 94	37.8	0.0	-2.08	11 57	16.7 69	-154.7	4.0 13.4	-16.4 -90.5	0.953 3.1E-3	1.00 6.1E-3	18.9 0.1
2013-04-24.15	1757-240	d07-12	2.37	1.9	0.159	0.0187 101	38.0	-0.6	-2.08	154 24	18.0 -24	-22.3	-3.7 -3.5	2.1 -74.1	7.42 0.011	9.48 0.013	20.7 0.0
# Wed Apr 24 02:35:02 UTC 2013 - Ting Su: Telescope stopped because big winds
2013-04-24.19	1757-240	d07-12	2.93	2.0	0.159	0.0219 99	37.7	0.0	-2.08	162 27	18.0 -24	-15.3	-5.4 -0.7	1.3 -72.4	7.80 0.010	9.79 0.014	20.5 0.0
2013-04-24.20	1757-240	d07-12	2.97	2.0	0.159	0.0213 99	37.1	-0.2	-2.08	163 27	18.0 -24	-14.9	-3.7 -0.5	3.1 -72.3	8.26 0.010	10.0 0.014	20.1 0.0
2013-04-24.21	1757-240	d07-12	3.01	1.0	0.159	0.0195 99	36.7	-0.2	-2.00	163 27	18.0 -24	-14.4	-3.9 -0.1	2.9 -72.0	7.84 0.013	9.55 0.017	19.9 0.0
2013-04-24.22	1757-240	d07-12	3.03	1.0	0.159	0.0194 99	36.9	-0.2	-2.60	164 27	18.0 -24	-14.1	-3.9 -2.5	2.9 -74.4	7.43 0.014	9.87 0.018	20.8 0.0
2013-04-24.23	1757-240	d07-12	3.05	1.0	0.159	0.0242 95	37.7	-0.3	-3.20	164 27	18.0 -24	-13.8	-4.0 -0.7	2.9 -72.7	5.78 0.018	9.74 0.025	22.9 0.1
2013-04-24.24	1757-240	d07-12	3.08	0.8	0.159	0.0192 99	38.2	-0.4	-1.40	164 27	18.0 -24	-13.5	-2.6 0.6	4.4 -71.5	6.89 0.013	9.17 0.015	21.0 0.0
2013-04-24.25	1757-240	d07-12	3.10	1.0	0.159	0.0345 95	35.7	-0.5	-0.80	165 27	18.0 -24	-13.2	-4.3 2.1	2.7 -69.9	5.36 0.016	8.91 0.027	23.5 0.1
2013-04-24.26	1757-240	d07-12	3.16	2.8	0.159	0.0163 99	66.1	-0.7	-2.05	166 27	18.0 -24	-12.2	-6.4 0.6	0.7 -71.6	7.41 0.013	9.89 0.027	20.5 0.0
2013-04-24.27	1757-240	d07-12	3.22	2.7	0.159	0.0157 99	66.1	-0.8	-2.05	166 28	18.0 -24	-11.4	-4.3 1.9	3.0 -70.4	7.28 9.5E-3	9.85 0.024	20.5 0.0
2013-04-24.28	1757-240	d07-12	3.27	2.9	0.159	0.0157 99	66.1	-0.8	-2.05	167 28	18.0 -24	-10.7	-4.7 0.8	2.7 -71.7	7.55 0.010	9.79 0.024	20.5 0.0
# Wed Apr 24 03:22:49 UTC 2013 - Ting Su: Start again. My mistake made the last 3 scans to the wrong source
# Wed Apr 24 03:32:51 UTC 2013 - Ting Su: Stop again by wind
#2013-04-24.34	Uranus	test	9.92	2.0	0.217	0.0241 91	37.6	-2.8	-2.00	160 55	0.6 3	-15.5	-12.5 10.7	4.4 -57.8	13.0 0.18	32.8 0.63	29.3 0.3
2013-04-24.35	Uranus	test	10.02	1.0	0.289	0.0172 97	36.5	-2.8	-2.00	163 55	0.6 3	-13.6	-3.2 -3.4	4.1 -57.4	12.6 0.022	17.6 0.23	21.0 0.0
2013-04-24.36	Uranus	test	10.05	0.8	0.289	0.0166 96	38.4	-2.8	-2.60	163 55	0.6 3	-13.2	-2.9 -3.3	4.6 -57.3	10.6 0.047	20.2 0.24	25.2 0.1
# Wed Apr 24 10:04:49 UTC 2013 - MG and LR: We start the observations after the refilling. tau around 0.25
#2013-04-24.37	Uranus	test	10.07	1.1	0.240	0.0165 97	36.3	-2.8	-3.20	164 55	0.6 3	-12.7	-2.4 -3.4	5.2 -57.3	6.64 0.031	16.9 0.15	29.2 0.1
2013-04-24.38	Uranus	test	10.09	0.8	0.240	0.0160 97	38.2	-2.8	-1.40	164 55	0.6 3	-12.3	-2.7 -2.4	5.1 -56.4	12.5 0.017	15.6 0.022	20.1 0.0
2013-04-24.39	Uranus	test	10.11	1.0	0.283	0.0170 97	36.3	-2.8	-0.80	165 55	0.6 3	-11.8	-1.9 -0.3	6.0 -54.4	11.4 0.035	18.3 0.21	23.5 0.1
# Wed Apr 24 10:11:29 UTC 2013 - MG and LR: skydip on scan 40.
# Wed Apr 24 10:18:11 UTC 2013 - LR: after the technical tests we start the project 157-12
2013-04-24.41	Uranus	157-12	10.32	2.0	0.262	0.0167 99	37.1	-2.7	-1.55	170 56	0.6 3	-7.3	-2.4 -2.6	6.8 -57.2	12.5 0.020	16.1 0.043	20.3 0.0
# Wed Apr 24 10:50:39 UTC 2013 - LR: observations stopped due to clouds. Set project test
#2013-04-24.45	Uranus	test	10.85	2.0	0.365	0.0529 75	37.2	-2.5	-1.55	-175 56	0.6 3	4.1	0.6 1.6	10.9 -58.3	11.7 0.19	34.3 5.7	30.9 0.4
# Wed Apr 24 11:26:57 UTC 2013 - LR: project changed to 223-12
2013-04-24.47	Uranus	test	11.41	1.8	0.515	0.0396 77	38.2	-2.4	-1.55	-161 55	0.6 3	15.6	-1.1 3.1	12.6 -61.8	12.0 0.063	18.4 0.54	22.6 0.1
2013-04-24.48	Uranus	test	11.48	1.8	0.889	0.0180 86	38.1	-2.7	-1.55	-159 55	0.6 3	16.9	-3.2 1.0	10.8 -64.6	14.7 0.024	17.7 0.023	19.8 0.0
2013-04-24.51	Uranus	test	11.87	2.0	0.602	0.0369 101	37.8	-2.9	-1.55	-150 52	0.6 3	24.1	-2.7 -2.3	13.6 -69.2	12.9 0.074	25.3 0.49	25.5 0.1
2013-04-24.56	2318+049	test	12.61	2.1	0.305	0.0736 59	37.2	-3.2	-1.55	-114 36	23.3 5	47.2	-2.7 -10.1	18.1 -95.0	0.369 0.018	0.348 0.024	17.5 0.8
2013-04-24.59	2318+049	test	12.87	2.0	0.267	0.0423 52	37.1	-3.0	-1.55	-111 33	23.3 5	48.7	-2.1 -12.5	14.8 -99.7	0.339 0.010	0.324 0.015	17.1 0.5
2013-04-24.60	2318+049	test	12.95	2.0	0.108	0.0245 102	37.4	-3.1	-1.55	-110 32	23.3 5	49.1	-4.2 -11.1	13.0 -98.7	0.331 4.8E-3	0.396 6.9E-3	19.5 0.3
# Wed Apr 24 13:03:43 UTC 2013 - #LR and MG: The weather seems to improve. We make another source of the project 223-12
2013-04-24.62	0814+425	223-12	13.38	2.0	0.636	0.0356 100	37.1	-3.2	-1.55	59 34	8.3 42	-68.6	-2.0 -0.4	-11.2 -90.4	0.268 8.7E-3	0.267 8.9E-3	17.9 0.6
# Wed Apr 24 13:33:12 UTC 2013 - LR: scan number 63 cancelled because the telescope needs to move almost 360 deg
2013-04-24.66	0133+476	223-12	14.10	1.8	0.328	0.0230 95	38.1	-2.5	-1.55	-56 61	1.6 48	98.5	8.8 3.4	4.6 -92.7	2.48 4.4E-3	2.67 9.3E-3	18.9 0.0
2013-04-24.69	0336-019	test	14.71	2.0	0.380	0.0284 61	37.7	-2.0	-1.55	-157 49	3.7 -2	18.5	-4.0 2.0	12.8 -71.3	0.818 7.7E-3	0.941 0.015	18.6 0.2
# Wed Apr 24 14:46:48 UTC 2013 - #LN and MG: No more sources of the project 223-12 to be observed. We switch to 221-12.
2013-04-24.70	0336-019	test	14.78	1.8	0.480	0.1018 79	38.2	-1.9	-1.55	-155 48	3.7 -2	19.8	-2.9 -0.4	12.0 -69.0	0.860 0.026	0.988 0.057	18.7 0.5
2013-04-24.71	0336-019	test	14.85	1.8	0.423	0.0383 64	38.1	-2.0	-1.55	-154 48	3.7 -2	20.8	-3.4 -2.7	11.7 -71.9	0.815 0.011	0.893 0.017	18.0 0.2
2013-04-24.72	0336-019	test	14.95	2.0	0.370	0.0279 68	37.1	-2.0	-1.55	-152 48	3.7 -2	22.3	-2.7 -3.9	12.7 -74.0	0.771 7.3E-3	0.881 0.010	18.4 0.2
2013-04-24.73	0336-019	test	15.03	2.0	0.367	0.0200 64	37.2	-2.0	-1.55	-150 47	3.7 -2	23.6	-2.5 -2.9	10.6 -78.0	0.952 5.0E-3	1.00 0.010	17.9 0.1
2013-04-24.74	0336-019	221-12	15.11	2.0	0.491	0.0267 68	37.5	-1.9	-1.55	-149 47	3.7 -2	24.9	-1.9 -0.3	11.4 -76.2	0.908 6.0E-3	1.01 0.014	18.2 0.1
# Wed Apr 24 16:11:27 UTC 2013 - LR: source changed to M1022+50
2013-04-24.80	0945+408	221-12	16.28	1.8	0.462	0.0204 102	38.2	-1.2	-1.55	68 49	9.8 41	-76.9	0.4 -0.7	-16.2 -79.9	0.200 4.4E-3	0.194 4.6E-3	17.9 0.4
# Wed Apr 24 17:27:38 UTC 2013 - Doing skydip scan # 86 - RE
2013-04-24.89	1308+326	test	17.63	2.0	0.443	0.0142 91	37.8	-2.2	-1.55	66 23	13.2 32	-59.8	-4.3 -3.5	-8.5 -84.5	0.536 3.2E-3	0.601 7.2E-3	19.2 0.1
# Wed Apr 24 17:51:02 UTC 2013 - Set point -23.8 8.6 after scan # 89 - RE
2013-04-24.97	1308+326	196-12	18.93	2.1	0.426	0.0144 99	37.1	-3.6	-1.55	75 38	13.2 32	-65.8	3.2 1.1	-15.0 -78.1	0.602 2.4E-3	0.626 5.6E-3	18.4 0.1
# Wed Apr 24 19:34:35 UTC 2013 - Stopped for Helium refill - RE
2013-04-24.102	1308+326	196-12	19.87	1.8	0.474	0.0139 80	38.2	-0.9	-1.55	81 49	13.2 32	-68.9	1.0 -0.8	-18.1 -70.1	0.595 3.2E-3	0.616 5.1E-3	18.1 0.1
# Wed Apr 24 20:18:07 UTC 2013 - pretty high tau - RE
# Wed Apr 24 21:25:55 UTC 2013 - MG: Data are not been recorded since the scan number 108
2013-04-24.127	0814+425	test	23.01	0.8	0.609	0.0173 81	38.3	-2.1	-2.00	-61 37	8.3 42	70.6	-15.7 9.4	6.5 -105.0	0.196 9.4E-3	0.195 0.010	17.5 0.8
2013-04-24.128	0814+425	test	23.11	1.0	0.645	0.0164 68	37.6	-1.9	-2.00	-61 36	8.3 42	69.9	-17.8 9.5	7.0 -105.6	0.180 6.6E-3	0.156 6.6E-3	16.6 0.6
2013-04-24.129	0814+425	test	23.13	0.8	0.659	0.0197 71	38.2	-1.9	-2.60	-60 36	8.3 42	69.8	-16.5 8.9	6.5 -106.7	0.186 8.8E-3	0.199 0.011	18.4 0.8
2013-04-24.130	0814+425	test	23.15	1.0	0.659	0.0143 71	36.5	-1.8	-3.20	-60 36	8.3 42	69.6	-16.7 8.9	7.3 -106.7	0.116 5.4E-3	0.124 7.1E-3	18.5 0.8
2013-04-24.136	0923+392	test	23.37	1.0	0.632	0.0431 50	36.0	-1.7	-3.20	-69 45	9.5 39	73.1	-16.5 6.8	7.1 -104.9	0.0660 1.1E-3	0.0675 1.5E-3	19.0 0.3
2013-04-24.137	0923+392	test	23.46	1.0	0.796	0.0356 51	36.8	-1.6	-2.00	-68 44	9.5 39	72.6	-15.9 7.7	7.8 -104.5	0.0997 1.1E-3	0.0861 1.8E-3	16.8 0.2
2013-04-24.138	0923+392	test	23.49	1.0	0.796	0.0501 51	35.7	-1.6	-2.60	-68 44	9.5 39	72.4	-14.2 6.6	9.0 -105.7	0.829 0.018	0.674 0.033	16.8 0.4
2013-04-24.139	0923+392	test	23.51	0.8	0.796	0.0588 52	38.3	-1.6	-3.20	-68 43	9.5 39	72.3	-14.1 5.4	9.5 -107.0	0.749 0.023	0.482 0.031	17.4 0.5
2013-04-24.140	0923+392	test	23.53	1.1	0.796	0.0796 49	36.5	-1.5	-1.40	-68 43	9.5 39	72.2	-13.5 6.6	9.6 -105.9	0.782 0.020	0.523 0.026	14.2 0.4
# Wed Apr 24 23:41:13 UTC 2013 - tau > 0.7 very few channels active
2013-04-25.1	0923+392	test	0.05	2.0	0.716	0.0147 94	37.0	-1.5	-2.00	-65 37	9.5 39	68.9	-14.2 9.3	9.5 -105.2	2.51 4.6E-3	2.67 8.5E-3	18.7 0.0
2013-04-25.2	0923+392	test	0.09	2.0	0.715	0.0137 94	37.8	-1.4	-2.00	-65 37	9.5 39	68.7	-14.6 8.6	9.2 -106.0	2.48 3.9E-3	2.64 7.5E-3	18.7 0.0
# Thu Apr 25 00:20:58 UTC 2013 - Tried to restart, but stopped due to strong winds - RE
2013-04-25.3	0923+392	test	0.33	1.0	0.652	0.0127 96	37.1	-1.3	-2.00	-64 34	9.5 39	67.2	2.2 -0.7	11.5 -107.6	2.37 5.1E-3	2.59 9.2E-3	18.8 0.0
2013-04-25.4	0923+392	test	0.35	1.0	0.674	0.0119 94	37.1	-1.3	-2.60	-64 34	9.5 39	67.0	3.1 -1.5	12.3 -108.4	2.16 5.1E-3	2.67 0.010	20.1 0.0
2013-04-25.5	0923+392	test	0.37	1.0	0.674	0.0124 93	36.0	-1.3	-3.20	-64 34	9.5 39	66.9	2.6 -2.3	11.9 -109.3	1.70 4.9E-3	2.52 0.011	22.0 0.1
# Thu Apr 25 10:03:14 UTC 2013 - LR: the weather is bad, we're going to do some tests
2013-04-25.6	Uranus	test	10.06	2.0	0.842	0.0213 87	37.2	0.0	-2.00	165 55	0.6 3	-11.4	-13.4 12.4	4.7 -56.3	10.2 0.015	11.8 0.17	19.7 0.0
2013-04-25.7	Uranus	test	10.13	2.1	0.984	0.0216 88	37.3	0.2	-2.00	167 56	0.6 3	-9.9	1.8 -2.1	6.4 -55.6	10.8 0.10	19.2 0.61	25.5 0.2
2013-04-25.8	Uranus	test	10.21	1.0	0.950	0.0168 90	35.9	0.1	-2.00	169 56	0.6 3	-8.5	-4.9 -2.9	4.4 -55.2	9.69 0.018	12.1 0.023	19.6 0.0
2013-04-25.9	Uranus	test	10.23	1.0	0.804	0.0155 90	36.0	0.1	-2.60	170 56	0.6 3	-8.0	-3.7 -3.5	5.8 -55.9	8.43 0.014	11.1 0.022	20.6 0.0
2013-04-25.10	Uranus	test	10.26	0.8	0.804	0.0204 90	38.2	0.1	-3.20	170 56	0.6 3	-7.6	-1.9 -4.1	7.7 -56.5	6.46 0.021	11.7 0.033	24.0 0.1
#2013-04-25.11	Uranus	test	10.28	0.8	0.804	0.0317 83	38.1	0.1	-1.40	171 56	0.6 3	-7.1	-1.7 -3.3	8.0 -55.8	9.24 0.20	14.9 0.43	30.7 0.5
2013-04-25.12	Uranus	test	10.30	1.1	0.804	0.0255 89	36.1	0.2	-0.80	171 56	0.6 3	-6.6	-2.2 -2.5	7.7 -55.1	6.68 0.031	10.9 0.26	22.7 0.1
2013-04-25.13	Uranus	test	10.40	1.0	0.804	0.0326 88	36.6	0.5	-2.00	174 56	0.6 3	-4.5	-2.2 -1.9	8.4 -54.9	10.1 0.095	14.1 0.069	27.4 0.2
2013-04-25.14	Uranus	test	10.42	0.8	0.804	0.0291 90	38.2	0.5	-2.60	175 56	0.6 3	-4.0	-1.2 -2.5	9.4 -55.5	8.46 0.024	11.5 0.045	21.1 0.1
2013-04-25.15	Uranus	test	10.44	0.9	0.890	0.0234 90	37.8	0.3	-3.20	175 56	0.6 3	-3.5	-1.3 -3.5	9.5 -56.7	6.29 0.025	12.0 0.47	24.1 0.1
#2013-04-25.16	Uranus	test	10.46	1.0	0.890	0.0329 87	35.8	0.3	-1.40	176 56	0.6 3	-3.1	-0.8 -0.3	10.1 -53.5	9.90 0.30	28.6 5.4	37.5 0.9
#2013-04-25.17	Uranus	test	10.49	1.0	0.890	0.0672 78	37.5	0.1	-0.80	176 56	0.6 3	-2.7	2.8 7.7	13.6 -47.2	7.28 0.27	29.5 3.1	64.8 1.7
#2013-04-25.18	Uranus	test	10.56	0.8	0.742	0.0436 61	38.2	-0.1	-2.50	178 56	0.6 3	-1.0	-2.5 -0.8	8.8 -54.6	8.13 0.085	12.7 1.2	28.4 0.2
#2013-04-25.19	Uranus	test	10.58	1.0	0.828	0.0717 62	37.5	-0.2	-3.10	179 56	0.6 3	-0.6	0.1 -3.5	11.9 -57.4	6.91 0.19	19.3 5.4	33.6 0.7
2013-04-25.23	Uranus	test	10.75	2.0	0.962	0.1369 46	37.6	-0.1	-2.50	-176 56	0.6 3	3.2	-3.4 -2.3	9.4 -57.2	5.84 0.092	8.85 0.69	20.2 0.3
#2013-04-25.24	Uranus	test	11.08	1.8	0.789	0.0556 88	38.2	0.0	-2.50	-167 56	0.6 3	10.3	-5.3 -1.5	10.0 -59.1	9.31 0.12	23.4 0.54	28.7 0.3
#2013-04-25.26	Uranus	test	12.24	2.0	0.720	0.0055 82	37.2	-0.4	-2.50	-141 50	0.6 3	30.8	154.6 -66.9	172.1 -134.4	0.361 0.031	0.278 9.5E-3	14.8 1.3
# Thu Apr 25 23:28:11 UTC 2013 - Starting with tau of around 0.5; DjB
# Thu Apr 25 23:48:03 UTC 2013 - Detectors saturated in UR quadrant; DjB
2013-04-25.30	1226+023	test	23.79	1.8	0.795	0.0563 53	38.2	-1.7	-2.00	-147 50	12.5 2	25.8	-10.7 9.6	18.0 -74.4	2.65 0.014	2.46 0.053	18.4 0.1
# Thu Apr 25 23:52:27 UTC 2013 - Close to photometric on the last one; going to higher elevation; DjB
# Thu Apr 25 23:53:08 UTC 2013 - BTW, reason for wacky Tau measurements prior to 30 minutes ago was water on the meter window -- wipe down gently!; DjB
2013-04-25.31	1156+295	test	23.88	1.8	0.686	0.0695 51	38.1	-1.8	-2.00	-100 65	12.0 29	64.4	-5.2 9.3	20.1 -81.5	0.232 0.011	0.206 0.032	16.6 0.8
#2013-04-26.1	1156+295	test	0.16	2.0	0.541	0.1173 56	37.6	-2.0	-2.00	-96 61	12.0 29	65.3	-8.8 11.1	12.3 -85.1	0.292 0.024	0.201 0.021	12.9 1.1
2013-04-26.2	1156+295	test	0.27	2.1	0.593	0.0813 72	37.3	-2.0	-2.00	-95 60	12.0 29	65.6	-7.7 13.4	17.0 -82.7	0.545 0.017	0.539 0.043	17.6 0.6
2013-04-26.3	1156+295	test	0.35	2.0	0.606	0.0501 72	37.4	-2.0	-2.00	-94 59	12.0 29	65.7	-5.0 12.6	19.5 -84.5	0.643 0.012	0.656 0.018	18.8 0.3
2013-04-26.4	1156+295	test	0.44	1.8	0.641	0.0424 76	38.2	-1.9	-2.00	-93 58	12.0 29	65.9	-5.7 13.1	19.6 -85.0	0.655 8.9E-3	0.661 0.019	18.5 0.2
2013-04-26.5	1156+295	test	0.51	2.0	0.609	0.0251 76	37.0	-1.9	-2.00	-93 57	12.0 29	65.9	-2.8 -2.4	19.5 -86.8	0.625 6.2E-3	0.648 9.9E-3	17.9 0.2
2013-04-26.6	1156+295	test	0.58	1.0	0.533	0.0176 70	35.8	-1.9	-2.00	-92 56	12.0 29	66.0	-3.5 -2.4	18.9 -87.7	0.658 6.2E-3	0.653 0.011	18.2 0.2
2013-04-26.7	1156+295	test	0.60	0.8	0.543	0.0182 70	38.3	-1.9	-2.60	-92 56	12.0 29	66.0	-2.9 -4.3	19.2 -89.8	0.510 6.5E-3	0.633 0.016	19.8 0.2
# Fri Apr 26 00:38:05 UTC 2013 - Pointing: scans 6-10; DjB
2013-04-26.8	1156+295	test	0.63	1.0	0.543	0.0196 69	38.0	-1.9	-3.20	-91 56	12.0 29	66.0	-4.3 -4.8	18.1 -90.5	0.318 8.1E-3	0.487 0.013	21.7 0.5
2013-04-26.9	1156+295	test	0.65	0.8	0.543	0.0341 69	38.2	-1.9	-1.40	-91 55	12.0 29	66.0	-4.5 -1.8	17.7 -87.8	0.680 0.016	0.653 0.015	17.7 0.4
2013-04-26.10	1156+295	test	0.67	0.8	0.537	0.0276 62	38.1	-1.9	-0.80	-91 55	12.0 29	66.0	-3.1 -1.2	19.3 -87.4	0.641 0.010	0.684 0.019	17.8 0.3
2013-04-26.11	1156+295	test	0.79	2.0	0.546	0.0194 69	37.7	-2.1	-0.50	-90 54	12.0 29	66.0	-5.1 -1.9	17.5 -89.4	0.556 4.9E-3	0.696 9.3E-3	20.0 0.2
2013-04-26.12	1156+295	test	0.86	2.1	0.571	0.0259 49	37.2	-2.1	-1.50	-89 53	12.0 29	66.0	-4.6 -3.2	18.0 -91.4	0.714 8.5E-3	0.744 0.014	17.9 0.2
# Fri Apr 26 00:59:45 UTC 2013 - Starting on M51 core - tau 0.57/0.44; DjB
2013-04-26.14	1308+326	test	1.17	2.0	0.539	0.0178 102	37.6	-2.3	-1.50	-92 64	13.2 32	70.6	0.6 5.0	17.5 -79.4	0.626 4.2E-3	0.669 8.5E-3	18.7 0.1
# Fri Apr 26 01:59:11 UTC 2013 - Tau 0.47/0.38; DjB
2013-04-26.22	1757-240	d07-12	2.54	2.0	0.460	0.0202 98	37.7	-2.3	-1.50	158 26	18.0 -24	-18.6	-13.6 -7.8	8.0 -71.6	7.19 9.8E-3	8.99 0.016	20.3 0.0
2013-04-26.48	1757-240	d07-12	4.08	1.0	0.254	0.0167 102	36.9	-3.5	-1.70	-178 29	18.0 -24	1.7	-1.7 -4.6	11.7 -76.5	7.20 0.011	8.86 0.015	20.0 0.0
2013-04-26.49	1757-240	d07-12	4.10	0.8	0.254	0.0160 102	38.3	-3.5	-2.30	-178 29	18.0 -24	2.0	-2.1 -6.0	11.4 -77.9	6.81 0.011	8.75 0.016	20.5 0.0
2013-04-26.50	1757-240	d07-12	4.12	0.8	0.265	0.0154 102	38.1	-3.5	-2.90	-178 29	18.0 -24	2.3	-2.4 -6.5	11.1 -78.5	5.65 0.011	8.91 0.019	22.5 0.0
